Price sequence generation for initial 1:
Position 0: secret=1, price=1
Position 875: secret=1563866, price=6
Position 876: secret=9415944, price=4
Position 877: secret=2377840, price=0
Position 878: secret=98003, price=3
Position 879: secret=12461123, price=3
Position 880: secret=6272295, price=5
Position 881: secret=15690496, price=6
Position 882: secret=443992, price=2
Position 883: secret=14957274, price=4
Position 884: secret=2889784, price=4
Position 885: secret=2035337, price=7
Position 886: secret=9908655, price=5
Position 887: secret=6054076, price=6
Position 888: secret=2647489, price=9
Position 889: secret=14284077, price=7
Position 890: secret=8219550, price=0
Position 891: secret=10829950, price=0
Position 892: secret=5963009, price=9
Position 893: secret=6801579, price=9
Position 894: secret=16420216, price=6
Position 895: secret=11797987, price=7
Position 896: secret=427722, price=2
Position 897: secret=13454824, price=4
Position 898: secret=11042391, price=1
Position 899: secret=1313995, price=5
Position 900: secret=2646011, price=1
Position 901: secret=14666802, price=2
Position 902: secret=1580727, price=7
Position 903: secret=6827756, price=6
Position 904: secret=2789699, price=9
Position 905: secret=3592079, price=9
Position 906: secret=11037997, price=7
Position 907: secret=5001054, price=4
Position 908: secret=8234008, price=8
Position 909: secret=2901768, price=8
Position 910: secret=7694624, price=4
Position 911: secret=15667241, price=1
Position 912: secret=4166330, price=0
Position 913: secret=15941083, price=3
Position 914: secret=7844163, price=3
Position 915: secret=7030415, price=5
Position 916: secret=2890341, price=1
Position 917: secret=9582396, price=6
Position 918: secret=2158589, price=9
Position 919: secret=5900344, price=4
Position 920: secret=15633929, price=9
Position 921: secret=7224363, price=3
Position 922: secret=1892188, price=8
Position 923: secret=11182110, price=0
Position 924: secret=9937570, price=0
Position 925: secret=15690355, price=5
Position 926: secret=16541958, price=8
Position 927: secret=3082690, price=0
Position 928: secret=8278664, price=4
Position 929: secret=14010124, price=4
Position 930: secret=8406060, price=0
Position 931: secret=12545365, price=5
Position 932: secret=11121109, price=9
Position 933: secret=9855665, price=5
Position 934: secret=13273222, price=2
Position 935: secret=629838, price=8
Position 936: secret=11566000, price=0
Position 937: secret=11766541, price=1
Position 938: secret=4438543, price=3
Position 939: secret=2643969, price=9
Position 940: secret=7058051, price=1
Position 941: secret=14000849, price=9
Position 942: secret=4838949, price=9
Position 943: secret=13716894, price=4
Position 944: secret=6048590, price=0
Position 945: secret=2927624, price=4
Position 946: secret=10244984, price=4
Position 947: secret=12865811, price=1
Position 948: secret=8224125, price=5
Position 949: secret=12210988, price=8
Position 950: secret=4752621, price=1
Position 951: secret=16282192, price=2
Position 952: secret=15257954, price=4
Position 953: secret=11994541, price=1
Position 954: secret=10030490, price=0
Position 955: secret=2009154, price=4
Position 956: secret=5848324, price=4
Position 957: secret=6942692, price=2
Position 958: secret=2104915, price=5
Position 959: secret=9473735, price=5
Position 960: secret=8478463, price=3
Position 961: secret=6415926, price=6
Position 962: secret=6287595, price=5
Position 963: secret=328826, price=6
Position 964: secret=9916973, price=3
Position 965: secret=8189862, price=2
Position 966: secret=16101079, price=9
Position 967: secret=12882895, price=5
Position 968: secret=16718607, price=7
Position 969: secret=8936969, price=9
Position 970: secret=9337515, price=5
Position 971: secret=10950376, price=6
Position 972: secret=11387279, price=9
Position 973: secret=10594141, price=1
Position 974: secret=5430173, price=3
Position 975: secret=705851, price=1
Position 976: secret=227236, price=6
Position 977: secret=9101905, price=5
Position 978: secret=2026913, price=3
Position 979: secret=15653326, price=6
Position 980: secret=2264860, price=0
Position 981: secret=9937500, price=0
Position 982: secret=1801462, price=2
Position 983: secret=14257021, price=1
Position 984: secret=13266588, price=8
Position 985: secret=7194576, price=6
Position 986: secret=9347662, price=2
Position 987: secret=2424896, price=6
Position 988: secret=10496194, price=4
Position 989: secret=15419520, price=0
Position 990: secret=2524100, price=0
Position 991: secret=8966482, price=2
Position 992: secret=11960828, price=8
Position 993: secret=6164747, price=7
Position 994: secret=14035285, price=5
Position 995: secret=10565621, price=1
Position 996: secret=9219296, price=6
Position 997: secret=14716999, price=9
Position 998: secret=15662475, price=5
Position 999: secret=13540273, price=3
Position 1000: secret=13190222, price=2
Position 1001: secret=3609968, price=8
Position 1002: secret=2884411, price=1
Position 1003: secret=7408532, price=2
Position 1004: secret=12415456, price=6
Position 1005: secret=15432111, price=1
Position 1006: secret=14899964, price=4
Position 1007: secret=6476499, price=9
Position 1008: secret=7982371, price=1
Position 1009: secret=8696268, price=8
Position 1010: secret=9131226, price=6
Position 1011: secret=14078280, price=0
Position 1012: secret=14354258, price=8
Position 1013: secret=3171660, price=0
Position 1014: secret=14127102, price=2
Position 1015: secret=11156477, price=7
Position 1016: secret=3220120, price=0
Position 1017: secret=4171964, price=4
Position 1018: secret=9380737, price=7
Position 1019: secret=11208159, price=9
Position 1020: secret=6642063, price=3
Position 1021: secret=3034013, price=3
Position 1022: secret=16028091, price=1
Position 1023: secret=1210496, price=6
Position 1024: secret=5904964, price=4
Position 1025: secret=10657566, price=6
Position 1026: secret=9937498, price=8
Position 1027: secret=1518972, price=2
Position 1028: secret=5630447, price=7
Position 1029: secret=5971646, price=6
Position 1030: secret=4058295, price=5
Position 1031: secret=16717692, price=2
Position 1032: secret=13297215, price=5
Position 1033: secret=15037104, price=4
Position 1034: secret=4077637, price=7
Position 1035: secret=16236621, price=1
Position 1036: secret=7030165, price=5
Position 1037: secret=3238355, price=5
Position 1038: secret=4693499, price=9
Position 1039: secret=8713250, price=0
Position 1040: secret=2493255, price=5
Position 1041: secret=4416595, price=5
Position 1042: secret=8788759, price=9
Position 1043: secret=12701729, price=9
Position 1044: secret=353954, price=4
Position 1045: secret=1880147, price=7
Position 1046: secret=3971511, price=1
Position 1047: secret=295892, price=2
Position 1048: secret=9323874, price=4
Position 1049: secret=3640589, price=9
Position 1050: secret=9670719, price=9
Position 1051: secret=7086848, price=8
Position 1052: secret=4654104, price=4
Position 1053: secret=1208840, price=0
Position 1054: secret=11978632, price=2
Position 1055: secret=14826660, price=0
Position 1056: secret=8795401, price=1
Position 1057: secret=7124211, price=1
Position 1058: secret=6296690, price=0
Position 1059: secret=6523061, price=1
Position 1060: secret=12810458, price=8
Position 1061: secret=3990568, price=8
Position 1062: secret=985433, price=3
Position 1063: secret=6569441, price=1
Position 1064: secret=9731980, price=0
Position 1065: secret=9207912, price=2
Position 1066: secret=6039227, price=7
Position 1067: secret=7791672, price=2
Position 1068: secret=6479209, price=9
Position 1069: secret=9153296, price=6
Position 1070: secret=4269160, price=0
Position 1071: secret=16033691, price=1
Position 1072: secret=8463185, price=5
Position 1073: secret=716969, price=9
Position 1074: secret=13802558, price=8
Position 1075: secret=9381667, price=7
Position 1076: secret=8403100, price=0
Position 1077: secret=15822688, price=8
Position 1078: secret=12139227, price=7
Position 1079: secret=7596155, price=5
Position 1080: secret=4573454, price=4
Position 1081: secret=8447706, price=6
Position 1082: secret=6970072, price=2
Position 1083: secret=10943422, price=2
Position 1084: secret=12332191, price=1
Position 1085: secret=2792197, price=7
Position 1086: secret=5013655, price=5
Position 1087: secret=7088253, price=3
Position 1088: secret=5318276, price=6
Position 1089: secret=361400, price=0
Position 1090: secret=5304021, price=1
Position 1091: secret=6441289, price=9
Position 1092: secret=2692049, price=9
Position 1093: secret=2875565, price=5
Position 1094: secret=7914930, price=0
Position 1095: secret=6831227, price=7
Position 1096: secret=12151726, price=6
Position 1097: secret=386095, price=5
Position 1098: secret=3901584, price=4
Position 1099: secret=13681140, price=0
Position 1100: secret=3088659, price=9
Position 1101: secret=1554173, price=3
Position 1102: secret=3299824, price=4
Position 1103: secret=8912095, price=5
Position 1104: secret=1127751, price=1
Position 1105: secret=6528931, price=1
Position 1106: secret=2528472, price=2
Position 1107: secret=7983054, price=4
Position 1108: secret=6753708, price=8
Position 1109: secret=9276825, price=5
Position 1110: secret=894087, price=7
Position 1111: secret=7129453, price=3
Position 1112: secret=6915772, price=2
Position 1113: secret=5234929, price=9
Position 1114: secret=10535508, price=8
Position 1115: secret=3909102, price=2
Position 1116: secret=9478301, price=1
Position 1117: secret=10640355, price=5
Position 1118: secret=316986, price=6
Position 1119: secret=10693247, price=7
Position 1120: secret=11167762, price=2
Position 1121: secret=5136374, price=4
Position 1122: secret=10766181, price=1
Position 1123: secret=2527956, price=6
Position 1124: secret=3237610, price=0
Position 1125: secret=12571273, price=3
Position 1126: secret=1266511, price=1
Position 1127: secret=2483339, price=9
Position 1128: secret=6154361, price=1
Position 1129: secret=6982024, price=4
Position 1130: secret=11013332, price=2
Position 1131: secret=11448346, price=6
Position 1132: secret=1823534, price=4
Position 1133: secret=15415403, price=3
Position 1134: secret=7994302, price=2
Position 1135: secret=6542495, price=5
Position 1136: secret=11824325, price=5
Position 1137: secret=9531241, price=1
Position 1138: secret=13164672, price=2
Position 1139: secret=12805764, price=4
Position 1140: secret=9949624, price=4
Position 1141: secret=7506501, price=1
Position 1142: secret=553949, price=9
Position 1143: secret=1173689, price=9
Position 1144: secret=11462862, price=2
Position 1145: secret=16309652, price=2
Position 1146: secret=14894416, price=6
Position 1147: secret=4018650, price=0
Position 1148: secret=1666656, price=6
Position 1149: secret=5142995, price=5
Position 1150: secret=12408187, price=7
Position 1151: secret=11566054, price=4
Position 1152: secret=1597045, price=5
Position 1153: secret=15129900, price=0
Position 1154: secret=8909469, price=9
Position 1155: secret=202611, price=1
Position 1156: secret=3116526, price=6
Position 1157: secret=4487645, price=5
Position 1158: secret=11507433, price=3
Position 1159: secret=10886604, price=4
Position 1160: secret=898490, price=0
Position 1161: secret=9225699, price=9
Position 1162: secret=4063434, price=4
Position 1163: secret=10814424, price=4
Position 1164: secret=3238518, price=8
Position 1165: secret=2809929, price=9
Position 1166: secret=12234137, price=7
Position 1167: secret=4029831, price=1
Position 1168: secret=271525, price=5
Position 1169: secret=2176394, price=4
Position 1170: secret=12756402, price=2
Position 1171: secret=13848443, price=3
Position 1172: secret=11085110, price=0
